50
0	1	7.57
0	2	4.63
0	3	4.88
0	4	6.9
0	5	6.98
0	6	7.46
0	7	7.24
0	8	4.42
0	9	6.37
0	10	6.8
0	11	3.93
0	12	6.93
0	13	5.5
0	14	4.72
0	15	6.73
0	16	6.89
0	17	6.84
0	18	4.32
0	19	5.73
0	20	6.63
0	21	3.47
0	22	3.49
0	23	6.78
0	24	4.97
0	25	4.21
0	26	3.53
0	27	6.61
0	28	5.32
0	29	4.53
0	30	5.7
0	31	3.85
0	32	7.26
0	33	7.2
0	34	7.16
0	35	6.82
0	36	5.66
0	37	7.69
0	38	5.23
0	39	6.34
0	40	5.46
0	41	4.89
0	42	6.42
0	43	4.3
0	44	4.78
0	45	3.86
0	46	4.1
0	47	6.31
0	48	7.23
0	49	5.23
1	2	6.17
1	3	4.21
1	4	3.08
1	5	3.36
1	6	6.75
1	7	6.65
1	8	5.43
1	9	3.59
1	10	3.19
1	11	4.01
1	12	4.7
1	13	4.59
1	14	6.79
1	15	4.41
1	16	6.44
1	17	5.35
1	18	6.37
1	19	4.19
1	20	5.3
1	21	4.11
1	22	5.4
1	23	3.54
1	24	5.15
1	25	3.49
1	26	6.81
1	27	4.6
1	28	3.09
1	29	4.09
1	30	4.16
1	31	4.83
1	32	7.2
1	33	5.97
1	34	6.51
1	35	6.44
1	36	6.76
1	37	5.03
1	38	6.52
1	39	5.28
1	40	6.16
1	41	3.86
1	42	5.11
1	43	4.84
1	44	3.19
1	45	4.13
1	46	5
1	47	3.66
1	48	4.15
1	49	4.97
2	3	3.11
2	4	6.78
2	5	6.4
2	6	4.35
2	7	4.3
2	8	6.47
2	9	6.92
2	10	3.2
2	11	3.5
2	12	6.5
2	13	4.02
2	14	3.97
2	15	6.37
2	16	4.63
2	17	6.78
2	18	3.49
2	19	6.58
2	20	6.74
2	21	4.33
2	22	6.9
2	23	6.93
2	24	5.77
2	25	3.45
2	26	7.37
2	27	3.49
2	28	6.41
2	29	6.09
2	30	3.52
2	31	3.85
2	32	6.8
2	33	5.6
2	34	4.13
2	35	7.15
2	36	4.54
2	37	4.4
2	38	7.19
2	39	6.5
2	40	4.13
2	41	4.95
2	42	7.07
2	43	4.35
2	44	5.72
2	45	6.8
2	46	6.42
2	47	6.22
2	48	4.46
2	49	6.45
3	4	4.01
3	5	3.3
3	6	4.23
3	7	3.38
3	8	7.09
3	9	5.34
3	10	6.3
3	11	4.39
3	12	4.12
3	13	4.56
3	14	5.25
3	15	7.01
3	16	3.23
3	17	3.68
3	18	6.59
3	19	6.18
3	20	7.31
3	21	7.41
3	22	4.42
3	23	5.64
3	24	6.29
3	25	5.82
3	26	6.75
3	27	4.21
3	28	3.31
3	29	7.01
3	30	6.62
3	31	4.75
3	32	4.5
3	33	5.79
3	34	4.46
3	35	5.9
3	36	6.39
3	37	6.54
3	38	5.6
3	39	4.19
3	40	5.74
3	41	6.47
3	42	7.39
3	43	6.63
3	44	6.79
3	45	6.59
3	46	3.86
3	47	6.95
3	48	3.92
3	49	3.78
4	5	5.98
4	6	6.44
4	7	3.97
4	8	5.5
4	9	3.54
4	10	6.26
4	11	5.46
4	12	3.51
4	13	6.79
4	14	5.45
4	15	4.04
4	16	6.84
4	17	7.15
4	18	3.3
4	19	6.44
4	20	3.59
4	21	6.21
4	22	7.17
4	23	6.61
4	24	6.92
4	25	6.1
4	26	4.2
4	27	5.33
4	28	4
4	29	3.06
4	30	4.45
4	31	5.68
4	32	4.87
4	33	3.92
4	34	3.6
4	35	6.08
4	36	6.99
4	37	4.46
4	38	5.25
4	39	6.18
4	40	7.1
4	41	6.39
4	42	5.53
4	43	3.67
4	44	5.1
4	45	6.86
4	46	5.21
4	47	6.35
4	48	4.23
4	49	6.27
5	6	6.5
5	7	5.63
5	8	6.62
5	9	6.94
5	10	6.54
5	11	5.54
5	12	6.23
5	13	4.64
5	14	4.15
5	15	5.38
5	16	6.52
5	17	6.59
5	18	6.27
5	19	3.77
5	20	6.61
5	21	4.72
5	22	7.71
5	23	6.49
5	24	4.67
5	25	3.41
5	26	3.46
5	27	7.1
5	28	4.42
5	29	6.33
5	30	5.66
5	31	5.06
5	32	4.46
5	33	6.8
5	34	5.81
5	35	5.08
5	36	6.76
5	37	3.53
5	38	3.17
5	39	5.6
5	40	7.13
5	41	3.18
5	42	5.4
5	43	3.34
5	44	6.54
5	45	6.55
5	46	3.06
5	47	5.1
5	48	3.24
5	49	6.65
6	7	3.61
6	8	6.65
6	9	6.51
6	10	4.42
6	11	7.28
6	12	5.71
6	13	6.7
6	14	5.39
6	15	5.22
6	16	7.21
6	17	6.25
6	18	3.15
6	19	7.36
6	20	3.89
6	21	4.97
6	22	7.68
6	23	5.34
6	24	6.31
6	25	7.13
6	26	4.63
6	27	6.58
6	28	5.07
6	29	4.09
6	30	3.56
6	31	4.41
6	32	5.05
6	33	3.31
6	34	6.07
6	35	3.22
6	36	3.85
6	37	3.13
6	38	6.5
6	39	6.35
6	40	6.84
6	41	5.62
6	42	5.11
6	43	6.84
6	44	4.95
6	45	6.51
6	46	4.4
6	47	4.83
6	48	3.27
6	49	5.23
7	8	5.53
7	9	4.57
7	10	4.62
7	11	4.58
7	12	6.78
7	13	7.67
7	14	5.84
7	15	6.42
7	16	3.61
7	17	5.31
7	18	6.75
7	19	7.15
7	20	5.97
7	21	4.34
7	22	7.79
7	23	4.66
7	24	5.09
7	25	5.21
7	26	6.15
7	27	5.27
7	28	6.68
7	29	6.41
7	30	6.37
7	31	6.62
7	32	7.8
7	33	4.83
7	34	5.76
7	35	6.06
7	36	5.8
7	37	6.73
7	38	4.34
7	39	3.29
7	40	4.82
7	41	4.49
7	42	6.84
7	43	5.75
7	44	3.47
7	45	6.96
7	46	4.95
7	47	3.58
7	48	3.41
7	49	6.75
8	9	3.03
8	10	5.75
8	11	4.01
8	12	5.7
8	13	6.54
8	14	6.23
8	15	4.4
8	16	7.6
8	17	6.64
8	18	6.9
8	19	6.16
8	20	7.01
8	21	5.64
8	22	7.01
8	23	7.05
8	24	6.56
8	25	4.74
8	26	6.83
