1000
108	101
233	463
137	125
29	144
873	204
535	367
674	811
993	710
655	173
216	96
58	631
283	787
149	566
950	17
801	101
559	293
82	811
180	751
602	101
156	10
252	367
228	763
566	794
655	667
674	475
746	897
499	209
331	753
866	197
46	82
552	698
897	576
355	674
36	34
619	336
691	156
626	722
566	921
945	631
710	444
264	204
288	566
691	391
499	22
753	132
475	269
710	957
252	897
149	259
264	432
945	849
84	588
331	837
638	746
34	432
734	861
120	5
499	60
233	355
588	578
396	259
180	861
763	564
576	58
763	468
58	480
758	782
710	715
583	257
65	367
475	77
655	420
787	806
811	22
46	914
53	564
993	108
650	22
607	336
957	65
36	734
336	355
739	17
679	185
765	439
305	837
849	367
408	595
777	216
703	475
921	367
367	933
360	789
204	794
305	753
787	950
0	480
643	866
806	96
554	734
950	564
734	631
367	631
770	504
82	259
120	475
403	96
451	854
331	343
283	10
10	974
993	475
662	396
554	530
415	475
662	96
962	523
48	276
444	986
324	540
878	631
751	221
341	758
590	36
120	547
336	427
825	240
535	415
295	168
655	806
240	468
801	650
113	842
487	571
22	331
72	974
84	516
281	506
29	41
763	185
0	70
969	48
48	367
504	89
866	132
576	252
271	257
686	355
993	10
770	5
113	849
787	552
53	993
480	89
547	312
408	590
986	451
590	799
29	595
72	626
96	842
950	173
125	811
348	355
974	259
602	34
897	451
408	576
161	391
861	715
873	885
758	192
360	408
137	921
921	228
602	281
305	41
552	96
650	41
739	281
60	324
271	65
305	674
950	583
168	5
734	168
317	854
926	626
264	926
456	854
228	257
228	343
46	456
72	559
926	909
58	487
902	22
504	547
487	813
12	806
216	125
84	72
216	204
245	499
307	300
564	29
53	523
22	813
12	384
444	969
336	566
794	578
650	602
46	312
420	950
324	722
96	878
192	825
185	806
854	305
837	149
331	950
216	10
861	902
849	101
22	209
439	506
269	506
777	82
638	607
588	691
703	811
29	830
516	530
974	775
240	137
938	866
811	149
564	614
96	626
48	10
703	288
818	348
372	468
70	17
120	578
993	60
396	29
528	65
801	825
607	17
149	271
84	950
29	986
765	257
132	48
221	528
355	0
686	969
703	65
408	58
451	233
48	72
890	914
475	655
523	674
355	806
60	878
463	650
281	765
698	511
84	48
276	590
962	77
408	77
