15
0	1	3.01
0	2	5.66
0	3	5.33
0	4	4.08
0	5	5.37
0	6	4
0	7	7.44
0	8	4.8
0	9	6.8
0	10	6.11
0	11	3.74
0	12	7.34
0	13	6.83
0	14	5.72
1	2	4.84
1	3	3.95
1	4	3.01
1	5	6.31
1	6	5.42
1	7	5.37
1	8	3.4
1	9	4.41
1	10	7.35
1	11	4.45
1	12	6.42
1	13	5.02
1	14	5.17
2	3	5.94
2	4	5.16
2	5	4.7
2	6	6.58
2	7	5.67
2	8	3.01
2	9	3.31
2	10	4.52
2	11	4.83
2	12	3.8
2	13	4.54
2	14	4.8
3	4	6.95
3	5	6.63
3	6	7.14
3	7	5.62
3	8	4.03
3	9	7.95
3	10	4.14
3	11	7.36
3	12	7.76
3	13	6.24
3	14	4.72
4	5	3.31
4	6	5.61
4	7	6.6
4	8	5.63
4	9	7.08
4	10	6.08
4	11	6.04
4	12	6.84
4	13	5.27
4	14	6.2
5	6	5.91
5	7	3.3
5	8	7.05
5	9	3.96
5	10	3.49
5	11	6.71
5	12	5.38
5	13	7.05
5	14	3.46
6	7	4.52
6	8	4.41
6	9	6.33
6	10	5.69
6	11	4.9
6	12	5.06
6	13	4.81
6	14	6.52
7	8	6.16
7	9	6.77
7	10	5.31
7	11	3.71
7	12	3.6
7	13	7.91
7	14	6.63
8	9	6.31
8	10	6.82
8	11	5.74
8	12	4.39
8	13	5.12
8	14	6.64
9	10	6.29
9	11	3.07
9	12	4.64
9	13	4.5
9	14	5.13
10	11	3.23
10	12	4.65
10	13	3.76
10	14	6.94
11	12	3.93
11	13	6.04
11	14	5.04
12	13	4.35
12	14	3.04
13	14	7.38
