1000
0	753	0.00207526
753	506	0.187719
506	259	0.554674
259	12	0.683554
12	765	0.103214
765	518	0.43852
518	271	0.110141
271	24	0.18128
24	777	0.853969
777	530	0.245582
530	283	0.138005
283	36	0.869686
36	789	0.115482
789	542	0.553178
542	295	0.722037
295	48	0.247932
48	801	0.638783
801	554	0.862819
554	307	0.594287
307	60	0.909268
60	813	0.775506
813	566	0.225196
566	319	0.784845
319	72	0.717246
72	825	0.574114
825	578	0.0777612
578	331	0.73397
331	84	0.593585
84	837	0.0414441
837	590	0.584002
590	343	0.898892
343	96	0.823389
96	849	0.851955
849	602	0.631214
602	355	0.385662
355	108	0.284341
108	861	0.285195
861	614	0.142705
614	367	0.637806
367	120	0.505814
120	873	0.673513
873	626	0.860653
626	379	0.712699
379	132	0.964507
132	885	0.140019
885	638	0.255593
638	391	0.177313
391	144	0.522446
144	897	0.909696
897	650	0.719901
650	403	0.15421
403	156	0.413984
156	909	0.973174
909	662	0.699759
662	415	0.549242
415	168	0.687887
168	921	0.386029
921	674	0.923704
674	427	0.991974
427	180	0.510483
180	933	0.983551
933	686	0.382366
686	439	0.520432
439	192	0.236824
192	945	0.792993
945	698	0.217109
698	451	0.541337
451	204	0.655263
204	957	0.924406
957	710	0.172582
710	463	0.0965911
463	216	0.312326
216	969	0.221015
969	722	0.770257
722	475	0.968078
475	228	0.323923
228	981	0.450911
981	734	0.85873
734	487	0.651234
487	240	0.578997
240	993	0.320719
993	746	0.697531
746	499	0.729423
499	252	0.74221
252	5	0.0929594
5	758	0.230079
758	511	0.679525
511	264	0.961394
264	17	0.0881375
17	770	0.702475
770	523	0.640736
523	276	0.686728
276	29	0.852748
29	782	0.284188
782	535	0.177313
535	288	0.507157
288	41	0.274697
41	794	0.847072
794	547	0.566851
547	300	0.410779
300	53	0.427259
53	806	0.558672
806	559	0.644978
559	312	0.375439
312	65	0.422529
65	818	0.446364
818	571	0.738334
571	324	0.695212
324	77	0.0562151
77	830	0.588366
830	583	0.716239
583	336	0.950102
336	89	0.524522
89	842	0.0879849
842	595	0.693106
595	348	0.0239875
348	101	0.994598
101	854	0.48735
854	607	0.412214
607	360	0.0780358
360	113	0.30961
113	866	0.776727
866	619	0.842647
619	372	0.88522
372	125	0.610218
125	878	0.655934
878	631	0.0201727
631	384	0.432447
384	137	0.152776
137	890	0.203925
890	643	0.663594
643	396	0.196722
396	149	0.10654
149	902	0.61272
902	655	0.597674
655	408	0.00103763
408	161	0.610309
161	914	0.142155
914	667	0.514023
667	420	0.85699
420	173	0.870235
173	926	0.951659
926	679	0.101138
679	432	0.699454
432	185	0.579882
185	938	0.964782
938	691	0.0748314
691	444	0.420789
444	197	0.443831
197	950	0.423933
950	703	0.14011
703	456	0.109409
456	209	0.0858486
209	962	0.290201
962	715	0.416272
715	468	0.900174
468	221	0.123386
221	974	0.145299
974	727	0.355876
727	480	0.342082
480	233	0.6892
233	986	0.751793
986	739	0.689291
739	492	0.690023
492	245	0.181249
245	998	0.927763
998	751	0.425581
751	504	0.0263375
504	257	0.522904
257	10	0.892117
10	763	0.441816
763	516	0.618976
516	269	0.713523
269	22	0.736839
22	775	0.690939
775	528	0.42204
528	281	0.951933
281	34	0.182562
34	787	0.560411
787	540	0.125156
540	293	0.112827
293	46	0.273476
46	799	0.412336
799	552	0.658254
552	305	0.858486
305	58	0.167974
58	811	0.836512
811	564	0.557024
564	317	0.16599
317	70	0.681234
70	823	0.647603
823	576	0.0966521
576	329	0.552171
329	82	0.736045
82	835	0.157781
835	588	0.598956
588	341	0.776666
341	94	0.378033
94	847	0.755943
847	600	0.819727
600	353	0.305063
353	106	0.511795
106	859	0.324717
859	612	0.822352
612	365	0.312906
365	118	0.0135197
118	871	0.526902
871	624	0.244026
624	377	0.511948
377	130	0.377392
130	883	0.491897
883	636	0.361034
636	389	0.579974
389	142	0.55092
142	895	0.934202
895	648	0.858608
648	401	0.475448
401	154	0.116337
154	907	0.234382
907	660	0.712455
660	413	0.41792
413	166	0.473922
166	919	0.514664
