15
0	1	5.62
0	2	5.82
0	3	9.39
0	4	8.46
0	5	3.6
0	6	7.62
0	7	5.04
0	8	2.02
0	9	4.85
0	10	2.61
0	11	8.97
0	12	6.94
0	13	4.34
0	14	4.76
1	2	0.24
1	3	4.82
1	4	5.61
1	5	7.26
1	6	4.47
1	7	1.06
1	8	6.96
1	9	2.62
1	10	3.98
1	11	4.08
1	12	2.92
1	13	3.73
1	14	1.25
2	3	4.79
2	4	5.69
2	5	7.48
2	6	4.56
2	7	1.12
2	8	7.17
2	9	2.82
2	10	4.11
2	11	4.02
2	12	2.98
2	13	3.94
2	14	1.47
3	4	2.83
3	5	9.33
3	6	2.5
3	7	5.87
3	8	9.97
3	9	4.58
3	10	8.54
3	11	0.94
3	12	2.47
3	13	5.43
3	14	4.92
4	5	7.42
4	6	1.15
4	7	6.53
4	8	8.49
4	9	3.92
4	10	8.43
4	11	3.42
4	12	2.74
4	13	4.13
4	14	5.04
5	6	6.99
5	7	7.16
5	8	1.93
5	9	5.19
5	10	5.86
5	11	9.26
5	12	7.11
5	13	4.05
5	14	6.06
6	7	5.4
6	8	7.85
6	9	2.9
6	10	7.39
6	11	2.8
6	12	1.63
6	13	3.34
6	14	3.93
7	8	6.59
7	9	3.15
7	10	3.08
7	11	5.11
7	12	3.9
7	13	4.08
7	14	1.67
8	9	5.47
8	10	4.57
8	11	9.72
8	12	7.57
8	13	4.57
8	14	5.89
9	10	4.53
9	11	4.26
9	12	2.13
9	13	1.22
9	14	1.5
10	11	7.92
10	12	6.23
10	13	4.7
10	14	3.65
11	12	2.18
11	13	5.26
11	14	4.34
12	13	3.1
12	14	2.61
13	14	2.52
